Country Name,Country Code,Indicator Name,Indicator Code,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020
Palau,PLW,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,90.50324249,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.52793884,,96.34014893,,,,,
Papua New Guinea,PNG,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,50.91773987,,,,,,,,,,57.90000153,,,,,,,,,,
Poland,POL,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,98.25198364,,,,,,,,,,98.25198364,,,,,,,,,,98.25198364,,,,,,,,,,98.25198364,,,,,,,,,,,,
Pre-demographic dividend,PRE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,35.69824982,36.55775833,37.34255981,38.07938004,38.87136841,39.91775894,39.89717102,40.59014893,41.30797958,41.9204216,42.8438797,44.01008987,44.70481873,45.65599823,43.82820892,44.8613205,45.62268829,46.40525055,47.12762833,46.75831985,49.53311157,44.74985886,45.01213074,44.14670181,44.99073029,47.12781906,49.74198151,50.4681015,51.79330063,51.16743851,53.72584915,54.96149063,54.25741959,54.98374939,55.6928215
Puerto Rico,PRI,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,85.8503418,,,,,,,,,,89.73095703,,,,,,,,,,,,,,,,,,,,92.53015137,,,,,,,92.39002228,,,
"Korea, Dem. People's Rep.",PRK,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.997612,,,,,,,,,,,,
Portugal,PRT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,74.60798645,,,,,,,,,,84.65821075,,,,,,,,,,,,,,,,,,,,92.86077118,,,,,,,95.0725174,,
Paraguay,PRY,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,75.85298157,,,,,,,,,,88.55870819,,,,,,,,,,,,,,,93.45326996,92.49443054,93.14401245,92.9257431,,93.58785248,94.46626282,94.21479797,94.87442017,93.83505249,,93.53170776,92.6553421,94.18141174
West Bank and Gaza,PSE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,79.76364136,,,,,,,88.76574707,,89.75801086,90.34676361,90.75170135,91.4814682,91.84744263,92.24562073,93.21846008,93.77192688,94.09632874,94.53014374,94.88633728,95.28157806,95.74188995,95.91488647,96.20166779
Pacific island small states,PSS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,84.21395874,84.23747253,84.49852753,84.7647171,85.03365326,85.28679657,85.43721771,85.73783112,85.96296692,86.1726532,86.37767792,86.59182739,86.80251312,86.98519135,87.17733002,87.33361816,87.46537781,87.65232086,87.85191345,88.04888916,88.25434113,88.40162659,88.52690887,88.64386749,88.71575165,88.8117981,88.97892761,89.14919281,89.17031097,,
Post-demographic dividend,PST,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
French Polynesia,PYF,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Qatar,QAT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,72.45894623,,,,,,,,,,,80.8886795,,,,,,,86.71118164,,,90.43611908,89.13771057,90.15306854,91.89582062,90.24652863,90.8117218,91.72962952,92.45240021,,94.20703888,94.7115097,,,
Romania,ROU,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,94.9826889,,,,,,,,,,96.26631927,,,,,,,,,98.20520782,,,,,,,98.59976959,,
Russian Federation,RUS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,96.75817108,,,,,,,,,,,,,99.22836304,,,,,,,,99.64778137,,,,,,,,99.73410797,,
Rwanda,RWA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,26.57357979,,,,,,,,,,,,,,,,,,,,,,59.75033951,,,,,,,,,,61.54861069,,64.66448975,,66.13744354,,,,69.39453888,,
South Asia,SAS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,21.42671967,21.43680954,22.17178917,22.92134094,23.67721939,24.42233086,24.65538025,25.91279984,26.70421982,27.50632095,28.32025909,29.14460945,29.98073959,29.95940971,30.87265968,31.76864052,32.43296051,33.55332947,34.46977997,35.39984131,36.35480881,37.33181,38.31713104,42.89321899,43.90235901,44.93043137,45.71406174,46.96604156,47.83428955,48.86325836,48.05305099,49.33618164,49.87897873,51.68540955,52.70362854,55.72650146,56.83430862,57.46775818,58.45438004,59.4637413,60.55537033,62.13805008,63.05276871,63.72016144,64.64469147,65.55431366
Saudi Arabia,SAU,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,57.27783966,,,,,,,,69.2911911,,,,76.3351593,,,,,,,,,91.36924744,,,,92.7071991,,,96.04924774
Sudan,SDN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,52.14640045,,,,,,,,46.69963074,,,,,,,,,,56.06322861,,
Senegal,SEN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,17.86326981,,,,,,,,,,,,,,29.24733925,,,,32.98757935,,,37.42441177,,40.25495148,,33.76036072,,,,39.7985611,,,
Singapore,SGP,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,73.96853638,,,,,,,,,,83.02684784,,,,,,,,,,88.64517975,,,,,,,,,,93.77481079,94.06833649,94.35958862,94.64186859,94.91132355,95.19065094,95.44789124,95.68946838,95.91941071,96.134758,
Solomon Islands,SLB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,69,,,,,,,,,,69,,,,,,,,,,,
Sierra Leone,SLE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.15892982,,,,,,,,,24.85667992,,,,,34.85203171,,
El Salvador,SLV,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,71.28053284,,,,,,,,,,,,,,81.00382233,79.66213226,81.35949707,81.81794739,82.30802155,83.01564026,,84.67034912,,86.21710205,86.32642365,86.67363739,87.23413849,87.31858826,
San Marino,SMR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Somalia,SOM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Serbia,SRB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.06828308,,,,,,,,96.74910736,,,,,98.22827911,,,99.11560822,
Sub-Saharan Africa (excluding high income),SSA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,38.10448837,38.53654861,39.28860092,39.98424911,40.54476166,41.34954834,42.1324501,42.38386154,43.10187912,44.01565933,44.53911972,45.43069077,46.52735138,47.23442841,48.14250183,46.72938919,47.75791931,47.79964828,48.55881882,49.86006927,49.11481857,51.5006485,48.39960861,48.75540161,49.43407822,50.18257904,52.11117935,53.41955185,54.39984131,55.23514938,56.08628082,57.07067108,57.55944824,58.26007843,58.82321167,59.36135101
South Sudan,SSD,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,19.18638039,,,,,,,,,,28.86425972,,
Sub-Saharan Africa,SSF,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,38.20877838,38.64054108,39.39102936,40.08518982,40.64448166,41.44646072,42.22896957,42.48038101,43.1969986,44.1086998,44.63127899,45.52098083,46.61386871,47.31983948,48.22608185,46.81653976,47.8430481,47.88446045,48.64146042,49.93925858,49.19551086,51.57551956,48.48125076,48.83784866,49.51454926,50.26076889,52.18458939,53.49328995,54.47018051,55.30461121,56.15330124,57.13505936,57.61819077,58.31703186,58.8786087,59.41519928
Small states,SST,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,74.63545227,74.85090637,75.41645813,75.72332001,75.93022156,76.23835754,76.55953217,77.0196991,77.12519073,77.48362732,78.00588226,78.4917984,79.12071991,79.51029968,79.72689056,80.15998077,80.82673645,81.43018341,81.77619934,82.25858307,82.11930847,81.70828247,82.5276413,82.0286026,82.20155334,82.72400665,83.00659943,83.28691864,83.62110901,84.28710175,84.48223877,84.67607117,84.90986633,85.18003845,85.44445801
Sao Tome and Principe,STP,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,42.36338043,,,,,,,,,,61.92047882,,,,,,,,,,77.94922638,,,,,,,60.0830307,,,,85.4417038,,,,,,89.51573181,,
Suriname,SUR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87.1974411,,,,93.76537323,,94.00354004,,90.99790955,,,,,,92.71205902,,
Slovak Republic,SVK,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Slovenia,SVN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,99.45375061,,,,,,,,,,,,,99.59999847,,,,,,,,,,99.59999847,,,,,,
Sweden,SWE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eswatini,SWZ,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,53.6659584,,,,,,,,,,65.2228775,,,,,,,,,,,,,,80.32875061,,,,,,,,,,82.44754791,,,,,,,,88.54268646,,
Sint Maarten (Dutch part),SXM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Seychelles,SYC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,85.48930359,,,,,,,88.58660126,,,,,,,,92.2589798,,,,,,,,94.44898224,,,,,,,,96.35019684,,
Syrian Arab Republic,SYR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,37.05915833,,,,,,,,,,,,,,,,,,,,,74.24044037,,73.6265564,,,,,,,,,,,,,,,,
Turks and Caicos Islands,TCA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chad,TCD,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,4.591829777,,,,,,,12.7964201,,,,17.98057938,,,,,,,,,,,13.93340969,13.95522976,,,,
East Asia & Pacific (IDA & IBRD countries),TEA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,49.44564056,49.68320847,51.14279938,52.62586975,53.46725082,55.63368988,56.80347824,58.5550499,59.97866058,61.33847046,62.49604034,64.02336121,69.97147369,70.98116302,71.10037231,72.70211029,73.50731659,74.28897095,75.12055206,75.94448853,76.6740799,84.87610626,85.41325378,85.89266205,86.28343201,86.95793152,87.50932312,88.08001709,88.54862976,89.05335236,89.64807129,91.22245789,91.58068085,92.08618164,92.25179291,92.1261673,92.43216705,92.57099152,93.18202972,93.42778778,93.63510895,93.90190887,94.14051056,94.35501862,94.57164001
Europe & Central Asia (IDA & IBRD countries),TEC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,92.09499359,92.8866806,93.08130646,93.20681763,93.38031769,93.51677704,93.61047363,93.79637146,93.92494965,94.09140015,94.25785828,94.4240799,94.59367371,94.84451294,95.00550079,95.48188782,95.580513,95.59467316,95.69486237,95.81220245,95.9107666,96.11144257,96.34163666,96.30185699,96.43717957,96.48773956,97.25991821,97.64746094,97.9776001,98.15653229,98.22493744,98.26679993,98.30638123,98.46862793,98.43508911,98.49926758,98.54840851,98.59620667
Togo,TGO,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,38.45328903,,,,,,44.37662888,,,43.60689926,,47.97739029,,,,51.24177933,,,,55.05149841,
Thailand,THA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,83.89334869,,,,,,,,,,,,,,,,,,,,90.51602173,,,,,91.52957153,,,,,96.42704773,,,92.24916077,,91.19193268,,,92.42855835,,
Tajikistan,TJK,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,96.64179993,,,,,,,,,,,99.22122955,,,,,,,,,,,,,,99.69999695,,,,,,
Turkmenistan,TKM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,98.26177216,,,,,,,,,,,,,,,,,,,99.59999847,,,,,,
Latin America & the Caribbean (IDA & IBRD countries),TLA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,75.17719269,75.62962341,76.14434052,76.70864105,77.22956848,77.8290863,78.24533081,78.74675751,79.2575531,79.75752258,80.24262238,80.72086334,80.99636841,81.61309052,82.18128967,82.69303894,83.27729034,83.97354889,84.66873932,85.2519989,85.89370728,86.29367065,86.60780334,87.17826843,87.54541016,87.87819672,87.90538788,88.09088898,88.92299652,88.93424225,89.47379303,89.35533142,90.09912872,90.35530853,90.73538971,90.87828827,91.4522171,91.78366089,91.85848236,92.34439087,92.51074982,92.98426056,93.1246109,93.32608795,93.78604126,93.96327972
Timor-Leste,TLS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,30,,,,,,42.5,,,52.95899963,,,,,,,,64.2109375,,
Middle East & North Africa (IDA & IBRD countries),TMN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,26.03720093,26.83268929,27.26173973,28.02890015,28.84165001,29.73468018,30.63596916,31.61556053,32.77289963,33.98696136,35.12654877,36.47375107,37.52608871,38.8028183,40.06996155,43.06879044,44.60746002,45.83113861,46.41902161,47.7772789,49.79486084,51.64398956,52.72993851,54.15855026,55.55284119,56.88328171,58.23543167,58.61381149,61.95230865,63.21136856,62.97613144,63.90184021,64.26905823,65.1007309,65.16271973,66.28038788,66.55293274,69.50086975,68.71617126,71.08482361,69.24897003,70.61109924,72.34259796,69.12255859,69.59021759,70.05406952
Tonga,TON,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,99.52552795,,,,,,,,,,,,,,,,,,,,98.97554779,,,,,,,,,,99.0825119,,,,,99.43421936,,,,,,,99.47502899,,
South Asia (IDA & IBRD),TSA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,21.42671967,21.43680954,22.17178917,22.92134094,23.67721939,24.42233086,24.65538025,25.91279984,26.70421982,27.50632095,28.32025909,29.14460945,29.98073959,29.95940971,30.87265968,31.76864052,32.43296051,33.55332947,34.46977997,35.39984131,36.35480881,37.33181,38.31713104,42.89321899,43.90235901,44.93043137,45.71406174,46.96604156,47.83428955,48.86325836,48.05305099,49.33618164,49.87897873,51.68540955,52.70362854,55.72650146,56.83430862,57.46775818,58.45438004,59.4637413,60.55537033,62.13805008,63.05276871,63.72016144,64.64469147,65.55431366
Sub-Saharan Africa (IDA & IBRD countries),TSS,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,38.20877838,38.64054108,39.39102936,40.08518982,40.64448166,41.44646072,42.22896957,42.48038101,43.1969986,44.1086998,44.63127899,45.52098083,46.61386871,47.31983948,48.22608185,46.81653976,47.8430481,47.88446045,48.64146042,49.93925858,49.19551086,51.57551956,48.48125076,48.83784866,49.51454926,50.26076889,52.18458939,53.49328995,54.47018051,55.30461121,56.15330124,57.13505936,57.61819077,58.31703186,58.8786087,59.41519928
Trinidad and Tobago,TTO,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,93.46417236,,,,,,,,,,95.66178894,,,,,,,,,,97.09999847,,,,,,,,,,98.30000305,,,,,,,,,,
Tunisia,TUN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,35.7675705,,,,,,,,,,,,,,,,,,,,65.34786224,,,68.50937653,69.20937347,,71.08821106,71.729599,72.16065216,,72.22377014,,,,,,
Turkey,TUR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,45.09891891,,,,,49.80641174,,,,,64.23171997,,,,,68.51966095,,,,,,,,,,,,,,79.58168793,80.5489502,80.38516235,81.26383209,,85.34716034,88.07317352,90.31009674,91.60452271,92.13807678,92.40181732,92.64581299,93.56301117,93.49826813,,94.42404175,
Tuvalu,TUV,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Tanzania,TZA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,48.08802032,,,,,,,,,,,,,,62.17232132,,,,,,,,60.7526207,,73.34718323,,,73.09382629,,,,,
Uganda,UGA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,44.82669067,,,,,,,,,,,58.90988159,,,,62.07897186,,,,64.59145355,,61.97042847,,,,,,70.83805847,,
Ukraine,UKR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,99.17156982,,,,,,,,,,,99.95819855,,,,,,,,
Upper middle income,UMC,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,59.00302124,59.18350983,60.22787857,61.22602844,61.81900024,63.31299973,64.12943268,65.40348816,66.5973587,67.60436249,68.59181213,69.56139374,73.95128632,74.72206879,75.06941223,76.30052948,77.0089798,77.71138,78.37637329,79.11354065,79.75749207,85.80296326,86.36090851,86.83470154,87.20796967,87.73795319,88.08583832,88.75512695,89.15791321,89.62979126,89.9879837,91.19091034,91.51101685,91.99861145,92.23368073,92.534729,92.99816132,93.08016968,93.64112091,93.53572083,94.10471344,94.22251129,94.0710907,94.31846619,94.52037048
Uruguay,URY,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,94.30451965,,,,,,,,,,95.88153839,,,,,,,,,,,97.27095795,,,,,,,,,,98.08435822,98.2419281,98.46366119,98.53372192,98.49095154,98.61907959,98.66055298,98.63642883,98.80905151,98.86746216,98.85031891,98.96391296,99.00773621,99.03526306,
United States,USA,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Uzbekistan,UZB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,98.13858032,,,,,,,,,,,,,99.9958725,99.9759903,99.97576904,99.97840881,,99.98587036,99.99994659,
St. Vincent and the Grenadines,VCT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Venezuela, RB",VEN,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,83.00466156,,,,,,,,,89.00485229,,,,,,,,,,,92.71598053,,,,,,94.92964172,,95.35040283,,95.02887726,,,,96.56006622,97.21370697,,,,
British Virgin Islands,VGB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Virgin Islands (U.S.),VIR,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Vietnam,VNM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,78.14038849,,,,,,,,,,82.82939148,,,,,,,,,,86.92008209,86.61010742,,,,,,,,,91.37908936,,,,,,,,,,94.56565857,
Vanuatu,VUT,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,47.78258896,,,,,53.70000076,,,,,,,,,,65.59999847,,,,,,,,,,76.19999695,,,,,,,,,,83.19999695,,,,86.70609283,,
World,WLD,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,58.42026138,58.61988068,59.1843605,59.72891998,60.09354019,60.81179047,61.376091,62.05170822,62.72145844,63.31182861,63.85536957,64.54350281,66.58944702,67.13362122,67.46974945,68.18643951,68.65705872,69.13553619,69.6680069,70.1975174,70.73267365,73.56365967,74.71395874,75.16027832,75.34387207,75.79277039,76.22312164,76.81378174,77.29447937,77.14740753,77.81728363,78.11154938,78.66420746,79.07054901,79.80432892,80.24646759,80.69907379,80.93791199,81.52600861,81.76899719,82.30731201,82.63961792,82.72289276,83.02391052,83.29759979
Samoa,WSM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,97.42173767,,,,,,,,,,,,,,,,,,,,99.06952667,,,,,,,99.24504089,,
Kosovo,XKX,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Yemen, Rep.",YEM,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,,,,,17.05956078,,,,,,,,,,35,,,,,,,,,,,,,,,,
South Africa,ZAF,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,74.80718994,,,,,,,,,,,,,,,,80.92862701,,,,,,,,,,,87.04309845,,91.76815796,91.71398926,92.04788971,92.58625031,,93.07305908,93.40802765,,86.45863342,,94.53317261,
Zambia,ZMB,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,,,,,,,,,57.35776138,,,,,,,,,59.80284882,,,61.83927917,,,,,51.78696823,,,77.74664307,,,,,,,,83.08344269,,
Zimbabwe,ZWE,"Literacy rate, adult female (% of females ages 15 and above)",SE.ADT.LITR.FE.ZS,,,,,,,,71.85392761,,,,,,,,,,78.51702118,,,,,,,,,,,,,,,,,,,80.06565857,,,88.28382874,,,,,,
